Age,Own.Home,Sex,Children,Income,Smallest.Gift,Largest.Gift,Current.Gift,Other.Gifts,Time.Between.Gifts
57,U,F,0,1,5,15,15,0,15
56,U,M,0,1,5,15,15,7,2
60,U,M,0,2,25,25,15,0,2
42,U,M,0,1,2,15,15,0,1
40,U,M,1,4,5,10,15,0,1
40,U,F,0,3,10,15,15,1,25
67,H,F,0,1,10,20,15,0,4
78,H,F,0,4,10,15,15,0,11
83,H,M,0,2,5,20,15,2,4
69,H,F,0,3,4,15,15,0,10
80,U,F,0,4,5,21,15,1,13
37,H,M,0,6,5,11,15,6,3
45,U,M,0,5,5,15,15,1,5
72,H,M,0,1,4,21,15,0,7
51,H,M,0,7,5,15,15,0,5
67,H,F,0,4,10,13,15,37,11
52,U,F,0,1,15,15,15,0,3
48,H,F,0,4,15,15,15,0,5
77,H,M,0,4,5,15,15,6,8
60,H,F,0,7,3,15,15,0,8
68,H,F,0,6,10,25,15,6,8
71,H,F,0,1,1,15,15,0,3
46,U,M,0,1,5,15,15,0,13
75,H,M,0,2,3,15,15,5,10
86,H,F,0,1,15,15,15,2,7
69,H,M,0,7,5,16,15,0,2
46,H,F,2,5,5,15,15,14,10
46,H,F,0,5,3,17,15,0,6
30,H,F,0,5,15,15,15,0,10
46,H,F,0,5,5,15,15,0,8
66,H,F,0,1,5,15,15,0,11
76,H,F,0,2,5,15,15,0,10
73,H,F,0,4,10,15,15,0,20
82,H,M,0,5,5,15,15,0,5
36,U,M,0,1,2,15,15,0,8
63,U,F,0,1,4,25,15,0,3
64,H,F,0,1,3,15,15,0,5
62,H,F,0,4,10,15,15,13,28
68,H,M,0,6,3,15,15,0,3
44,U,F,0,1,5,12,15,0,8
41,H,F,0,2,10,21,15,1,4
64,H,F,0,4,3,15,15,0,5
63,H,M,0,6,5,15,15,0,3
70,H,F,0,3,5,25,15,0,4
54,H,F,0,1,10,15,15,0,17
76,H,F,0,4,5,29,15,19,8
34,H,M,0,1,10,16,15,0,8
76,H,M,0,3,3,26,15,0,1
81,H,M,0,5,15,15,15,1,10
59,H,M,0,7,5,15,15,2,5
69,H,F,0,3,5,20,15,1,10
50,H,M,0,1,10,15,15,0,13
46,H,F,2,4,5,15,15,5,6
77,H,F,0,2,10,16,15,2,5
64,H,F,0,2,2,10,15,0,7
34,H,M,3,5,10,20,15,0,5
78,H,M,0,2,15,15,15,0,1
38,H,M,0,5,15,15,15,4,9
52,U,M,0,1,15,15,15,0,8
79,H,M,1,4,5,25,15,1,39
52,U,F,0,1,15,15,15,0,4
54,H,F,0,6,10,15,15,0,6
70,H,F,0,2,10,15,15,6,4
77,H,M,1,6,2,16,15,5,3
81,H,F,0,1,3,15,15,0,8
75,U,F,0,1,5,15,15,0,14
51,H,F,0,5,10,20,15,4,4
54,H,F,0,5,3,11,15,10,4
55,U,F,0,6,10,20,15,10,5
65,H,M,0,1,5,15,15,0,5
69,H,M,0,1,3,15,15,0,9
46,H,F,2,6,15,15,15,34,5
77,U,M,0,1,5,13,15,0,13
56,H,F,0,4,5,15,15,2,5
34,U,F,0,1,5,15,15,0,3
66,H,F,0,6,3,15,15,0,5
66,H,M,0,1,5,15,15,0,8
63,U,F,0,1,5,15,15,0,10
56,H,M,0,5,10,20,15,5,2
54,H,M,0,1,15,15,15,0,7
74,H,M,0,7,4,25,15,0,21
58,U,F,0,1,3,10,15,1,2
78,U,F,0,2,5,12,15,3,4
82,H,F,0,5,0.08,15,15,2,3
66,U,F,0,2,15,17,15,1,12
48,H,F,1,5,5,18,15,0,5
63,H,F,0,1,5,20,15,0,6
77,H,F,0,7,5,15,15,1,11
49,H,F,1,4,5,10,15,3,3
67,U,M,0,1,2,15,15,2,9
68,H,F,0,4,15,20,15,4,4
76,H,M,0,3,6,15,15,1,2
41,H,F,1,7,3,15,15,8,14
75,H,M,0,7,5,15,15,0,3
68,H,M,0,4,5,20,15,13,7
46,U,F,0,7,5,20,15,0,13
53,U,F,0,5,5,15,15,1,14
68,H,F,0,6,3,7,15,2,7
75,H,M,0,6,2,20,15,20,8
74,H,F,0,2,3,16,15,3,3
66,H,F,0,1,5,20,15,0,7
63,U,F,0,3,15,26,15,0,3
40,H,F,5,5,15,15,15,0,6
68,U,F,0,5,5,15,15,0,22
52,H,F,0,7,10,35,15,0,4
31,H,F,1,5,5,13,15,0,1
63,H,F,0,1,15,15,15,0,1
57,U,F,0,1,3,12,15,0,3
64,H,F,1,4,5,15,15,14,15
55,H,M,0,3,5,20,15,19,7
26,H,F,1,4,15,15,15,0,9
82,H,M,0,6,5,15,15,36,2
63,H,F,0,4,4,15,15,15,4
82,H,F,0,4,15,15,15,2,5
67,H,F,0,1,5,15,15,0,11
73,H,M,0,5,3,15,15,0,7
82,H,F,0,5,5,20,15,19,22
67,H,M,0,5,15,15,15,8,14
68,U,F,0,1,5,16,15,9,3
83,H,M,0,4,5,30,15,0,8
68,H,M,0,7,5,25,15,0,2
36,H,F,1,7,20,25,15,1,14
38,H,M,0,5,20,20,15,0,5
46,H,M,0,7,10,16,15,0,3
79,H,M,0,5,5,12,15,3,2
43,H,F,6,6,3,15,15,4,6
66,H,M,0,5,10,10,15,0,5
84,H,F,1,7,3,25,15,5,11
70,H,M,1,1,3,12,15,0,8
78,H,M,0,5,3,15,15,0,5
64,H,F,0,2,10,15,15,0,12
63,U,F,0,1,5,15,15,0,5
88,U,F,0,1,3,15,15,6,1
90,H,F,1,2,3,15,15,1,14
57,H,M,0,6,5,15,15,0,2
78,H,F,2,2,15,15,15,0,10
46,H,F,0,6,3,20,15,0,3
44,H,F,1,2,15,15,15,0,10
51,H,M,1,7,10,15,15,3,8
60,H,M,0,2,20,20,15,0,9
65,H,F,0,4,15,15,15,0,0
70,U,M,0,2,10,16,15,6,9
76,H,M,0,5,5,15,15,0,5
62,U,M,0,1,10,20,15,0,11
61,U,F,0,4,10,15,15,2,13
48,H,M,0,6,5,10,15,0,4
55,H,M,0,1,3,15,15,17,10
74,H,M,0,5,14,16,15,0,5
46,H,F,0,1,5,10,15,0,3
71,H,M,0,1,5,15,15,0,7
78,H,F,0,6,15,15,15,20,3
71,H,F,0,2,5,17,15,0,4
61,U,F,0,1,5,16,15,0,5
93,H,M,0,6,15,15,15,1,11
83,U,F,0,1,5,15,15,20,7
42,H,M,2,4,10,15,15,0,10
58,H,F,1,6,15,15,15,2,5
48,H,F,0,4,3,30,15,2,6
60,U,F,0,7,10,20,15,0,20
94,H,F,0,6,5,20,15,4,10
49,H,M,1,6,5,20,15,0,11
62,H,M,0,4,5,15,15,0,5
80,H,F,0,1,4,15,15,0,9
77,H,F,0,2,3,15,15,13,8
56,U,M,0,1,5,25,15,0,3
82,H,M,0,2,10,15,15,3,3
27,H,F,0,5,10,15,15,8,5
55,U,F,0,1,15,15,15,0,7
68,H,F,0,1,10,30,15,0,11
40,H,F,1,6,5,25,15,6,3
63,H,F,0,7,4,11,15,1,4
65,U,F,0,4,5,15,15,0,5
41,H,F,3,4,5,15,15,0,3
53,H,M,0,6,3,15,15,5,13
74,H,M,0,5,5,15,15,0,9
74,U,F,0,5,5,15,15,0,11
86,U,M,0,2,1,10,15,0,4
79,H,M,0,7,3,26,15,2,2
49,U,F,0,2,10,16,15,11,4
60,U,M,0,1,3,15,15,0,7
77,U,F,0,2,0.07,15,15,2,3
64,H,M,0,6,3,15,15,14,15
60,H,F,0,6,5,15,15,7,7
66,H,F,0,1,2,11,15,0,4
77,U,M,0,3,3,17,15,0,23
60,H,M,0,4,6,11,15,0,19
50,H,M,1,2,3,21,15,4,4
75,H,F,0,2,5,13,15,5,0
73,H,F,0,4,10,15,15,10,19
68,H,F,0,2,5,15,15,8,11
40,U,F,0,4,5,15,15,1,6
82,H,F,0,1,3,14,15,0,7
70,H,F,1,5,4,10,15,6,1
35,H,F,0,5,5,15,15,13,6
81,U,F,0,2,5,30,15,5,4
60,H,F,0,1,5,15,15,0,21
78,H,F,0,6,5,20,15,0,12
64,H,F,0,1,10,15,15,0,7
59,U,F,0,5,2,20,15,0,4
81,U,M,0,1,3,25,15,21,0
76,H,M,0,5,5,20,15,1,12
53,H,M,1,6,7,18,15,0,5
62,H,F,0,5,5,18,15,23,10
74,H,F,0,2,2,15,15,33,4
54,H,F,0,1,5,15,15,0,8
69,U,M,0,1,5,15,15,0,7
62,H,F,0,6,3,25,15,2,13
61,H,M,0,4,3,15,15,0,6
68,U,F,0,2,5,25,15,14,4
77,H,F,0,3,3,11,15,20,5
60,H,M,0,6,5,15,15,3,13
71,H,F,0,5,3,15,15,7,10
71,H,F,0,6,5,15,15,11,7
48,H,M,0,6,5,15,15,1,1
71,H,F,0,2,20,20,15,0,10
77,H,M,0,1,1,15,15,7,1
44,U,F,0,1,2,20,15,0,10
68,H,M,1,6,3,15,15,0,8
85,U,M,0,1,15,15,15,1,8
69,H,F,1,5,3,15,15,4,7
75,U,M,0,1,5,11,15,0,2
88,H,M,0,7,3,15,15,0,3
67,H,M,0,2,5,25,15,15,7
44,H,F,0,6,3,17,15,0,14
66,U,M,0,1,5,16,15,0,2
75,U,M,1,3,10,15,15,1,6
69,U,F,0,1,3,15,15,1,15
42,H,F,0,5,5,16,15,2,3
77,H,M,0,2,5,15,15,8,10
77,H,F,0,5,10,15,15,11,3
54,H,F,0,7,3,15,15,2,12
48,U,F,0,1,5,15,15,0,5
63,U,F,0,1,15,15,15,0,0
72,U,M,0,5,3,15,15,0,1
55,U,F,0,1,3,50,15,0,4
75,H,F,0,1,10,31,15,0,2
58,H,F,0,1,10,15,15,0,9
63,H,M,0,5,5,15,15,0,6
58,H,M,0,4,5,20,15,3,1
48,U,F,0,1,2,15,15,0,2
63,U,M,0,1,2,15,15,0,25
54,H,M,0,7,3,17,15,0,13
59,U,F,0,1,10,25,15,0,19
80,H,F,0,2,3,17,15,12,2
52,U,F,0,4,5,15,15,5,8
72,H,F,0,5,2,15,15,0,3
89,U,M,0,1,3,20,15,0,7
73,H,M,0,5,3,15,15,13,12
71,H,M,0,4,7.5,15,15,0,14
41,U,M,0,4,10,15,15,0,5
71,U,M,0,1,10,16,15,0,2
52,H,M,1,6,5,25,15,0,11
48,H,M,0,5,5,15,15,0,3
64,U,M,0,1,5,15,15,0,26
81,H,F,0,5,5,18,15,0,4
57,H,F,0,1,10,15,15,0,15
46,H,F,0,1,5,15,15,0,29
57,U,F,0,2,5,12,15,0,0
72,H,F,0,4,5,20,15,0,8
52,H,F,0,5,5,18,15,1,1
70,H,F,0,1,10,20,15,0,7
50,H,F,0,5,3,14,15,4,3
30,H,M,0,4,7,25,15,0,18
74,H,F,0,1,5,21,15,6,7
44,H,F,0,3,5,15,15,1,5
59,U,F,0,4,5,10,15,0,2
53,H,M,0,1,2,20,15,0,1
47,H,F,0,1,3,14,15,0,13
59,H,M,0,1,5,25,15,0,2
77,H,M,0,2,5,15,15,12,1
62,H,M,0,5,10,14,15,5,9
64,H,F,0,5,5,15,15,27,8
54,H,M,1,4,5,15,15,0,12
76,H,F,0,2,5,16,15,0,8
81,H,M,0,5,3,15,15,3,9
56,H,M,0,7,5,12,15,0,12
68,H,F,0,5,5,20,15,6,3
70,H,F,0,6,10,20,15,25,6
51,H,F,0,1,15,15,15,0,5
92,U,F,0,2,2,14,15,0,4
32,H,F,1,5,5,20,15,5,8
57,H,F,0,6,3,15,15,3,7
70,H,M,0,5,5,21,15,7,24
34,H,F,2,3,15,15,15,0,4
68,U,F,0,3,5,25,15,6,9
73,H,F,0,4,5,15,15,8,12
37,H,F,0,7,10,15,15,2,4
64,H,M,0,2,3,15,15,34,3
39,U,F,1,1,5,15,15,0,13
74,U,F,0,7,5,15,15,0,3
59,H,M,0,6,3,15,15,0,20
31,H,M,0,7,6,15,15,1,4
52,H,F,1,6,3,15,15,10,6
57,H,F,0,1,3,15,15,0,9
41,H,F,0,1,15,15,15,0,2
57,U,F,0,1,15,15,15,0,4
68,U,M,0,4,20,20,15,0,1
52,H,F,0,7,10,25,15,3,8
58,H,F,0,7,3,15,15,11,7
69,H,M,0,1,5,15,15,0,15
71,H,F,0,2,3,15,15,0,5
56,H,F,0,7,5,15,15,2,15
52,H,F,0,5,5,15,15,0,14
36,H,M,0,5,5,15,15,2,9
52,U,M,0,1,5,20,15,10,9
51,H,M,0,1,5,10,15,0,10
65,U,M,0,1,15,15,15,0,11
52,H,M,0,7,10,15,15,9,11
78,H,M,0,7,15,15,15,2,7
52,H,F,0,1,5,16,15,0,6
64,H,M,0,1,5,25,15,0,10
74,H,F,0,5,5,15,15,42,14
75,H,M,0,6,3,10,15,0,14
71,H,F,0,1,5,15,15,0,16
88,H,F,0,5,2,20,15,23,3
57,H,F,0,6,15,25,15,9,8
47,H,M,0,4,3,11,15,0,6
69,H,F,0,6,10,14,15,24,5
55,H,F,0,4,5,15,15,0,7
52,H,M,1,2,3,13,15,0,4
51,H,M,0,4,3,13,15,0,3
57,H,F,0,1,5,15,15,0,18
66,H,M,0,1,15,15,15,0,4
67,U,M,0,1,10,25,15,0,7
37,H,M,0,2,5,15,15,1,5
71,U,F,0,4,15,20,15,0,5
36,H,F,0,6,3,15,15,0,20
58,H,F,0,3,8,15,15,19,9
56,U,F,0,5,5,50,15,0,3
32,U,M,0,4,3,25,15,0,3
69,H,M,0,3,5,20,15,1,2
44,H,F,0,1,10,25,15,0,8
56,H,F,0,7,5,10,15,3,28
57,U,F,0,2,3,15,15,11,2
39,H,M,0,3,15,15,15,13,23
81,H,F,0,3,5,10,15,6,1
77,H,M,0,4,5,15,15,10,15
62,U,F,0,3,10,10,15,0,4
23,H,M,1,6,15,15,15,1,9
90,U,F,0,1,5,16,15,0,4
89,U,M,0,2,5,15,15,9,3
70,H,F,0,2,5,20,15,0,1
84,U,F,0,2,5,12,15,9,8
83,U,M,0,6,3,15,15,24,16
41,H,F,2,3,5,10,15,0,1
70,H,F,0,1,10,15,15,0,9
64,U,M,0,1,5,10,15,0,7
78,H,F,0,1,2,25,15,7,1
49,H,F,2,2,3,15,15,2,3
52,U,M,0,4,10,20,15,9,25
71,U,M,0,3,5,14,15,8,6
50,H,M,1,3,26,26,15,13,3
57,H,F,0,6,10,20,15,12,7
58,H,F,0,1,5,15,15,0,10
76,H,F,0,1,12,25,15,0,22
74,U,M,0,1,5,25,15,0,5
42,U,M,0,1,15,15,15,0,6
82,H,F,0,5,3,15,15,3,10
62,H,M,1,6,10,17,15,6,10
54,U,F,0,5,2,15,15,0,3
70,H,M,0,4,5,20,15,0,2
75,U,M,1,2,5,15,15,0,9
55,H,M,0,5,10,30,15,1,6
73,H,F,0,6,5,18,15,5,11
58,U,F,0,2,3,15,15,0,3
45,H,F,0,4,10,20,15,1,5
53,U,F,0,1,10,16,15,0,11
67,H,M,0,4,3,20,15,0,3
34,H,F,1,5,8,15,15,3,8
48,U,M,0,4,15,15,15,3,6
72,H,M,0,3,5,25,15,1,13
67,H,M,0,5,3,15,15,14,8
75,H,F,0,3,10,21,15,4,2
53,H,M,2,5,10,20,15,5,5
73,H,M,0,3,5,15,15,8,15
64,U,F,0,5,10,20,15,2,10
66,U,F,0,1,15,15,15,0,1
62,U,F,0,1,5,15,15,0,1
44,H,F,0,5,5,15,15,0,2
59,U,M,0,4,3,17,15,0,8
74,U,M,0,2,4.68,15,15,1,9
42,H,F,0,5,15,15,15,0,9
60,H,F,2,4,5,15,15,1,11
45,H,M,2,4,3,11,15,0,6
78,H,F,0,5,5,15,15,31,20
35,H,F,0,4,10,16,15,4,3
69,H,M,0,3,3,15,15,0,14
72,U,F,0,1,5,15,15,0,12
56,H,M,0,5,5,20,15,14,4
47,U,M,0,1,5,20,15,0,3
50,H,M,1,5,20,20,15,16,3
59,H,M,0,1,5,15,15,0,0
77,U,F,0,1,3,20,15,0,5
69,U,F,0,1,15,15,15,1,1
44,H,M,0,7,15,15,15,0,6
56,U,M,0,6,5,15,15,0,8
51,H,F,1,5,10,20,15,10,1
77,H,M,0,5,2,15,15,1,7
48,U,F,0,1,10,15,15,0,3
59,H,M,0,1,5,15,15,0,13
82,H,M,1,2,10,15,15,3,6
64,H,F,0,6,5,17,15,0,3
41,H,F,0,5,5,27,15,0,14
78,H,M,0,2,10,40,15,1,19
49,U,F,0,1,3,15,15,0,5
44,H,M,0,5,5,15,15,0,2
50,U,M,0,4,5,20,15,0,13
68,U,F,0,3,3,11,15,0,26
64,H,M,0,2,5,18,15,0,5
38,H,F,0,1,5,20,15,0,14
60,H,F,0,7,3,15,15,2,6
61,U,M,0,1,5,15,15,0,14
79,H,M,0,5,5,15,15,0,15
51,H,F,1,4,15,15,15,1,6
78,U,F,0,2,3,12,15,9,2
53,H,M,0,2,5,15,15,0,10
44,H,F,0,3,10,15,15,0,5
73,H,F,0,1,15,15,15,0,4
45,H,M,0,6,5,15,15,1,6
28,H,M,0,5,10,15,15,0,7
54,H,F,1,5,10,16,15,0,9
77,U,M,0,4,5,12,15,9,7
71,U,F,0,1,3,16,15,0,5
70,U,F,0,1,20,20,15,0,10
87,H,F,0,5,3,15,15,3,6
55,H,F,0,7,15,19,15,11,12
52,H,M,0,6,10,15,15,1,3
46,H,M,0,7,15,15,15,5,1
76,H,F,0,4,5,20,15,30,3
74,H,F,0,5,5,16,15,1,3
47,H,F,0,2,10,20,15,0,4
75,U,F,0,4,3,25,15,0,5
58,U,F,0,2,5,20,15,10,4
47,H,M,0,1,3,15,15,0,1
80,H,M,0,6,3,13,15,2,4
72,H,F,0,2,5,15,15,0,9
75,H,F,0,5,5,17,15,0,12
76,H,F,0,5,3,10,15,32,4
30,H,M,1,4,15,15,15,13,11
38,H,F,1,5,5,15,15,0,9
46,H,M,0,5,5,12,15,0,5
53,H,F,0,3,5,15,15,0,16
61,H,F,0,7,5,10,15,6,15
58,H,F,0,5,10,16,15,2,10
67,H,F,0,1,3,15,15,19,14
46,H,M,2,5,10,15,15,9,14
46,H,M,1,6,5,25,15,6,3
50,U,F,0,1,3,12,15,0,11
50,H,M,0,2,5,15,15,0,12
62,H,F,0,7,5,15,15,19,3
84,H,M,0,2,15,15,15,0,5
50,H,M,1,5,2,15,15,2,1
58,H,M,0,2,10,35,15,0,8
75,H,M,0,1,5,20,15,0,13
60,H,M,0,4,15,15,15,13,2
67,H,F,0,3,3,15,15,6,7
64,U,M,0,1,10,15,15,0,3
39,U,F,0,1,10,15,15,0,5
40,H,F,2,7,5,21,15,0,8
82,H,F,0,5,3,15,15,12,7
64,H,M,0,6,5,20,15,3,9
48,H,M,3,7,5,20,15,12,14
50,H,F,0,3,5,20,15,0,13
56,H,M,1,7,13,15,15,0,15
41,H,F,0,7,5,15,15,2,13
37,U,F,0,1,5,15,15,0,3
67,U,F,0,1,5,15,15,0,9
79,H,M,0,2,15,15,15,16,8
46,H,M,0,4,3,15,15,23,3
58,H,M,0,1,3,15,15,0,2
56,H,F,0,5,15,25,15,0,10
84,H,M,0,1,15,15,15,0,12
54,H,F,0,5,10,21,15,9,8
55,H,M,0,5,9,15,15,12,8
68,H,F,0,1,10,20,15,0,13
42,U,M,2,5,5,15,15,1,2
62,U,M,0,4,1,15,15,0,5
74,U,M,0,1,10,15,15,0,10
60,U,F,0,3,15,15,15,7,1
45,H,M,0,1,5,15,15,0,5
40,H,F,1,5,3,10,15,11,9
59,U,F,0,1,2,15,15,0,1
59,H,F,0,1,5,15,15,16,2
59,U,F,0,1,5,12,15,0,9
29,H,F,0,7,5,15,15,0,8
65,H,F,0,3,5,20,15,22,1
80,U,F,0,1,5,15,15,0,12
80,H,F,0,4,10,25,15,19,5
44,H,F,0,5,5,15,15,3,5
72,H,F,0,7,10,20,15,7,18
44,H,F,0,5,10,15,15,1,7
63,U,F,0,5,13,15,15,11,9
44,H,M,3,6,5,18,15,6,7
51,H,F,0,5,5,15,15,1,4
68,H,F,0,4,1,15,14,6,2
86,H,F,0,6,3,14,14,6,5
65,H,F,0,1,3,20,14,0,8
78,U,M,0,5,5,14,14,1,2
49,U,F,0,3,2,16,14,0,5
64,U,F,0,1,10,16,14,0,10
56,H,F,0,3,10,15,14,0,12
61,U,M,0,1,6,25,14,0,13
68,U,M,0,4,5,14,14,14,14
70,H,F,0,4,3,13,14,2,3
70,U,F,0,4,5,15,14,0,9
50,H,F,0,4,2,16,14,7,9
74,H,F,0,6,3,17,14,6,9
71,H,M,0,7,2,25,14,4,0
58,U,M,0,7,5,25,14,1,3
48,H,F,0,1,5,11,14,0,9
36,H,F,1,6,5,20,14,0,7
43,H,F,0,1,0.01,14,14,0,23
44,U,M,0,4,3,10,14,0,4
64,H,F,0,5,5,20,14,10,6
50,U,F,0,1,8,13,14,0,7
71,U,M,0,2,5,15,14,0,6
54,H,F,0,1,3,25,14,0,6
16,U,M,0,1,5,12,14,0,6
70,H,F,0,1,3,14,14,0,4
48,H,F,0,6,5,20,14,2,11
59,U,F,0,7,1.5,15,14,0,9
67,H,F,0,1,5,12,14,0,19
76,H,F,0,4,3,18,14,6,5
53,H,F,0,3,3,20,14,6,10
62,H,F,1,5,5,10,14,0,10
64,U,M,0,3,5,14,14,16,3
42,H,F,0,4,10,20,14,22,10
57,H,F,0,3,3,18,14,5,13
50,H,M,0,3,5,20,14,0,6
76,H,F,0,4,10,15,14,10,3
45,U,F,0,1,3,10,14,0,7
88,H,F,0,5,5,15,14,9,5
60,H,F,0,1,5,15,14,0,8
55,U,F,0,1,5,20,14,0,15
47,U,M,0,1,5,15,14,0,17
59,H,F,1,6,5,15,14,0,11
89,H,M,0,2,3,20,14,27,6
51,H,M,0,7,3,15,14,4,4
62,U,M,0,2,3,15,14,0,3
73,H,M,0,3,5,21,14,0,3
41,U,F,0,1,3,10,14,0,4
83,U,M,0,4,4,15,14,0,4
47,U,F,0,3,5,15,14,0,2
64,U,F,0,1,3,15,14,0,26
67,H,M,0,1,5,15,14,0,3
31,H,M,0,1,3,11,14,0,2
66,H,M,0,4,13,15,14,29,5
98,U,M,0,1,3,20,14,3,5
38,U,F,0,1,3,14,14,0,4
25,H,M,0,3,3,17,14,38,8
79,H,F,0,1,5,15,14,0,2
51,H,F,0,2,5,17,14,0,10
55,U,F,0,3,10,15,14,2,7
37,H,F,0,5,5,14,14,0,12
73,H,F,0,1,3,15,14,1,6
67,U,F,0,7,5,15,14,0,13
63,U,F,0,5,3,13,14,2,3
80,H,M,0,4,5,20,14,0,4
56,U,M,0,2,3,10,14,1,5
74,U,F,0,5,5,15,14,0,4
51,H,F,0,1,10,13,14,0,10
50,H,F,0,4,10,20,14,2,2
55,H,M,0,5,3,12,14,0,2
56,H,M,0,6,5,14,14,0,20
69,H,M,0,4,10,15,14,33,6
89,U,M,0,1,3,16,14,0,13
50,H,F,2,2,5,15,14,8,6
36,U,F,0,1,2,10,14,0,4
55,H,M,3,7,3,17,14,0,6
36,H,M,2,4,3,20,14,21,24
36,H,M,0,5,5,12,14,1,8
47,H,M,0,7,5,14,14,1,3
70,H,M,0,2,3,11,14,2,3
53,H,F,0,1,0,18,14,0,1
67,H,F,0,1,5,15,14,0,3
72,H,F,0,2,5,8,13.92,27,5
69,H,F,0,6,5,17,13,0,21
78,U,M,0,1,4,13,13,0,7
82,H,M,0,1,5,25,13,1,3
80,U,M,0,1,5,15,13,26,25
72,H,M,0,1,2,13,13,0,6
75,U,F,0,1,10,16,13,2,8
67,H,F,0,4,5,14,13,12,20
63,U,F,0,1,5,25,13,0,5
79,H,F,0,2,3,16,13,0,3
59,H,F,0,5,5,13,13,0,11
49,H,M,0,4,4,15,13,3,2
58,H,F,0,5,3,12,13,0,6
82,H,M,0,7,5,25,13,0,8
69,H,F,1,5,3,14,13,5,7
50,U,F,0,1,3,10,13,0,7
56,H,M,0,4,3,15,13,0,6
50,H,F,1,7,5,13,13,1,4
56,H,F,0,1,10,15,13,0,1
45,H,F,0,6,3,13,13,1,5
49,U,F,0,1,10,15,13,0,1
46,H,F,2,5,2,13,13,0,5
61,H,F,0,1,5,12,13,0,1
67,H,F,0,2,3,20,13,30,17
49,U,F,0,1,5,14,13,0,12
74,H,F,0,4,3,13,13,1,8
45,H,F,0,1,4,10,13,0,2
60,H,M,0,1,10,20,13,0,5
82,U,M,0,7,5,15,13,14,4
67,H,M,0,5,5,15,13,10,3
76,U,F,0,2,3,12,13,5,3
73,H,M,0,2,5,12,13,5,12
70,U,F,0,1,4,10,13,0,2
81,H,F,0,2,5,14,13,1,14
77,H,F,0,5,5,14,13,0,13
65,H,F,0,5,5,20,13,4,3
48,U,M,0,1,3,25,13,0,4
71,H,F,0,6,2,12,13,0,31
59,U,F,0,1,2,13,13,0,3
55,H,M,2,5,0.03,13,13,0,5
85,U,F,0,1,3,8,13,24,11
66,U,F,0,2,5,12,13,23,1
68,H,M,0,2,5,12,13,40,9
44,H,F,0,3,6,12,13,0,1
40,H,F,2,5,3,15,13,0,6
66,U,F,0,1,3,10,13,0,4
71,H,F,0,3,5,20,13,17,5
53,H,M,2,4,5,13,13,0,7
60,H,F,0,6,5,15,13,0,11
66,U,F,0,1,3,13,13,0,5
32,H,M,0,4,5,15,13,0,5
82,U,F,0,1,5,15,13,0,15
69,H,M,1,3,5,15,13,1,5
62,U,F,0,1,5,15,13,0,19
78,H,F,0,2,5,15,13,0,3
71,H,M,0,1,10,20,13,0,3
25,H,F,1,3,4,13,13,7,4
71,H,M,0,6,5,15,13,0,16
54,H,F,0,4,5,25,13,33,4
49,U,F,0,1,3,18,13,49,6
28,U,F,0,6,3,15,13,1,6
84,H,M,0,1,4,10,13,0,6
60,H,F,0,5,5,16,13,0,3
67,U,F,0,2,10,16,13,0,5
4,H,M,1,7,3,9,13,1,9
78,H,M,0,7,5,15,12.5,23,44
50,H,M,0,5,5,20,12.5,8,1
71,U,M,0,6,3,10,12.5,1,11
72,H,F,0,6,5,12,12.5,0,3
50,H,M,0,5,5,16,12.5,0,6
84,H,F,0,5,10,16,12.5,3,3
75,H,M,0,7,3,16,12.5,13,12
52,H,F,0,5,3,5,12.5,7,4
54,H,M,0,1,5,20,12.5,0,12
58,H,F,0,5,3,11,12.5,2,7
41,H,F,2,5,5,15,12.5,13,2
52,U,F,0,1,3,16,12,0,5
46,H,M,0,6,10,13,12,10,6
65,H,F,0,1,3,15,12,0,6
29,U,F,0,2,5,12,12,0,1
58,U,M,0,3,3,12,12,0,7
75,H,M,0,5,5,16,12,11,4
52,H,M,0,4,5,15,12,7,7
60,H,F,0,7,5,15,12,22,4
83,U,M,0,1,2,10,12,0,3
51,H,M,0,6,3,15,12,2,1
90,U,F,0,1,5,15,12,1,27
75,H,M,0,5,3,13,12,6,10
51,U,F,0,5,5,10,12,0,9
39,U,F,0,1,2,12,12,2,6
81,U,M,0,1,3,15.77,12,0,6
66,H,F,0,1,5,12,12,0,3
68,H,F,0,4,3,12,12,0,2
56,H,F,0,6,3,11,12,2,8
50,H,M,0,4,5,10,12,1,3
76,U,M,0,2,10,15,12,0,6
39,H,F,1,6,10,35,12,1,7
71,H,F,1,4,2,10,12,59,6
49,H,F,0,1,5,15,12,0,9
81,U,M,0,2,5,40,12,2,7
69,H,F,0,4,3,15,12,30,9
72,H,F,0,2,0.5,11,12,3,5
48,H,F,0,1,3,13,12,0,2
51,H,F,0,7,3,12,12,2,3
64,U,M,0,1,2,22,12,0,1
53,U,F,0,1,2,15,12,0,7
64,H,F,0,3,5,15,12,0,1
72,H,M,0,5,5,13,12,0,9
61,H,F,0,4,5,14,12,0,7
49,U,M,0,1,10,15,12,0,8
74,U,M,0,1,5,13,12,0,12
57,U,F,0,1,2,13,12,0,7
53,H,F,0,7,3,14,12,0,10
54,H,F,0,1,4,15,12,0,16
43,H,M,0,5,6,20,12,12,2
74,H,F,0,4,5,13,12,0,8
53,H,M,0,5,5,13,12,2,12
67,U,M,0,1,5,17,12,1,22
69,U,M,0,2,4,10,12,2,13
